"","date","revenue","fb_paid_total_impressions","fb_paid_spend","google_paid_total_impressions","google_paid_spend","pinterest_paid_total_impressions","pinterest_paid_spend","mountain_paid_total_impressions","mountain_paid_spend","fb_organic_total_impressions","instagram_organic_total_impressions","google_organic_total_impressions"
"563",2023-08-14,50150.75,137987,2402.89,259305,4443.65,0,0,26988,484.59,65137,107927,24731
"564",2023-08-15,26890.95,121009,2209.18,199521,3655.32,0,0,30503,596.35,64393,87740,23571
"565",2023-08-16,27138.01,113133,2171.34,183160,3239.06,0,0,30281,575.17,59094,82654,24724
"566",2023-08-17,28550.89,120394,2161.55,165300,2751.35,0,0,34516,782.48,57614,83149,23087
"567",2023-08-18,43927.08,113648,2091.89,170524,2841.11,0,0,25730,442.81,58764,90635,24057
"568",2023-08-19,40381.25,122840,2166.38,186960,2968.72,0,0,35719,795.22,52250,88407,26036
"569",2023-08-20,48578.38,134414,2408.04,191769,3290.03,0,0,26962,479.91,56185,93079,26318
"570",2023-08-21,72686.82,160053,3012.38,170300,3345.27,0,0,30457,595.99,60656,116579,21375
"571",2023-08-22,39810.44,174776,3070.26,162506,3047.75,0,0,34044,710.69,64208,122254,19785
"572",2023-08-23,49278.15,197855,3012.83,147135,3099.59,0,0,31369,641.2,70180,147295,19197
"573",2023-08-24,38598.24,221356,2977.15,128718,2279.17,0,0,35190,711.85,75856,189488,19604
"574",2023-08-25,35928.08,220885,2904.47,128268,2342.23,0,0,30563,564.18,79931,189639,20903
"575",2023-08-26,36641.35,238377,2936.06,165387,2783.68,0,0,36740,738.76,78523,200053,24253
"576",2023-08-27,42176.22,246130,3208.66,207122,3840.31,0,0,36176,760.46,79527,206692,24655
"577",2023-08-28,33508.84,233827,3116.68,167584,3720.35,0,0,30810,581.2,83768,197738,19991
"578",2023-08-29,33741.29,157996,2906.96,132419,2563.99,0,0,40674,856.71,75779,122061,19045
"579",2023-08-30,61233.12,143714,2879.92,165497,3524.15,0,0,37896,585.66,62699,109184,18731
"580",2023-08-31,38991.3,138633,2855.94,168484,3040.36,0,0,49086,866.1,63738,107386,18388
"581",2023-09-01,32561.03,136755,2781.7,155134,2888.25,0,0,29267,483.31,63303,107860,19725
"582",2023-09-02,34745.62,134337,2804.17,184919,3433.24,0,0,37409,588.09,59906,114109,22979
"583",2023-09-03,49383.36,153470,3046.83,234847,4319.22,0,0,43115,752.6,56972,132931,27072
"584",2023-09-04,93347.32,146391,2962.25,280678,6308.48,0,0,31878,494.63,58716,119425,27841
"585",2023-09-05,45566.1,151322,2894.47,162216,3248.59,0,0,40208,735.55,62815,120034,18859
"586",2023-09-06,29899.27,148759,2847.54,138278,2543.04,0,0,32491,612.33,60510,116936,17071
"587",2023-09-07,29585.91,141020,2832.06,114417,2398.78,0,0,32619,610.68,58323,112150,15507
"588",2023-09-08,30530.88,141077,2786.31,111850,2121.48,0,0,31811,605.11,57707,116952,16322
"589",2023-09-09,30394.06,150125,2853.54,144467,2446.44,0,0,33672,621.72,52385,136941,18068
"590",2023-09-10,20577.42,145674,3011.73,189900,2963.23,0,0,33986,629.88,51421,137058,18002
"591",2023-09-11,49420.05,124338,2707.6,152846,2580.32,0,0,33399,624.81,48601,112508,16651
"592",2023-09-12,11447.28,44497,1031.06,157395,2671.03,0,0,34399,637.94,44494,47718,15319
"593",2023-09-13,10389.18,46459,1014.08,144474,2845.04,0,0,31917,508.79,25916,47925,14435
"594",2023-09-14,16789.5,48863,1098.78,124667,2347,0,0,38983,697.48,24421,50823,14296
"595",2023-09-15,19495.93,48443,1077.43,108976,2092.75,0,0,38564,676.77,26112,52284,13902
"596",2023-09-16,9609.72,51090,1103.34,132732,1991.75,0,0,36781,667.47,28917,49637,15154
"597",2023-09-17,10540.41,58607,1154.51,155913,2254.41,0,0,36570,669.71,29734,61133,15839
"598",2023-09-18,32923.7,59903,1129.33,142835,2192.43,0,0,12775,197.86,30017,61736,15767
"599",2023-09-19,13849.81,54284,1088.63,114562,2204.4,0,0,0,0,30815,51633,13543
"600",2023-09-20,21958.71,49789,1070.74,99768,1693.92,0,0,0,0,30918,54117,13115
"601",2023-09-21,16493.72,56346,1066.06,99892,1696.46,0,0,0,0,26121,53817,13314
"602",2023-09-22,14194.69,54096,1028.58,88191,1526.25,0,0,0,0,33033,55870,12823
"603",2023-09-23,8815.47,53846,1054.61,110987,1585.54,0,0,0,0,30739,54652,14011
"604",2023-09-24,7808.45,58662,1132.13,107752,1548.86,0,0,0,0,32248,59303,14437
"605",2023-09-25,12590.92,50903,1110.79,98585,1698.53,0,0,0,0,33682,51780,13472
"606",2023-09-26,14980.93,54379,1087.82,71019,1305.52,0,0,0,0,31245,55995,12671
"607",2023-09-27,6041.29,50183,1060.4,65920,1161.01,0,0,0,0,32074,53124,12120
"608",2023-09-28,9847.06,52764,1064.65,54959,1075.8,0,0,0,0,29237,50145,11283
"609",2023-09-29,13115.08,51924,1022.44,53069,937.92,0,0,0,0,31599,51452,12400
"610",2023-09-30,24587.61,51798,1035.73,60562,1034.46,0,0,0,0,30515,54389,12611
"611",2023-10-01,3713.94,61630,1043.51,69261,1090.73,0,0,0,0,28757,59501,13431
"612",2023-10-02,18687.24,50860,1000.23,65603,1231.25,0,0,0,0,31936,70020,13147
"613",2023-10-03,12886.55,34321,694.81,56495,1193.41,0,0,0,0,28931,63880,12505
"614",2023-10-04,18806.42,31298,678.08,55628,1076.58,0,0,0,0,24765,55100,12409
"615",2023-10-05,10639.37,33170,673.91,54535,1098.22,0,0,0,0,23613,55080,12960
"616",2023-10-06,10389.2,32524,666.72,59300,1191.24,0,0,0,0,24003,55376,12890
"617",2023-10-07,5850.62,33997,678.33,65759,1169.33,0,0,0,0,24758,61069,13277
"618",2023-10-08,9458.63,36340,710.9,79637,1349.79,0,0,0,0,27987,67320,12985
"619",2023-10-09,22371.47,28755,700.03,65481,1498.7,0,0,0,0,28883,58261,13068
"620",2023-10-10,17206.13,31421,680.73,55661,1046.98,0,0,0,0,25094,56600,12579
"621",2023-10-11,25843.58,30723,666.96,56237,1208.59,0,0,0,0,25551,57334,13288
"622",2023-10-12,22590.74,33541,664.12,50195,1195.96,0,0,0,0,23927,56128,12218
"623",2023-10-13,17773.29,34903,661.81,57613,1464.21,0,0,0,0,23855,54793,12775
"624",2023-10-14,8757.68,32383,654.45,80222,1322.48,0,0,0,0,24221,64842,13341
"625",2023-10-15,8885.89,35086,712.72,84810,1615.74,0,0,0,0,23718,65976,14013
"626",2023-10-16,17064.49,37359,693.64,82088,1616.87,0,0,0,0,25176,58165,12956
"627",2023-10-17,8992.03,37363,679.36,79054,1577.95,0,0,0,0,26327,59557,12832
"628",2023-10-18,19078.59,48192,667.53,74534,1441.93,0,0,0,0,26178,79173,12755
"629",2023-10-19,8536.36,46122,646.62,71524,1431.36,0,0,0,0,27600,68536,13928
"630",2023-10-20,12700.59,52220,653.25,63618,1132.67,0,0,0,0,32290,78545,14250
"631",2023-10-21,13308.45,63156,685.88,73966,1216.56,0,0,0,0,36802,92992,15459
"632",2023-10-22,6301.4,64492,706.91,87829,1340.9,0,0,0,0,42780,93766,14718
"633",2023-10-23,12650.36,58340,684.47,93883,1712.59,0,0,0,0,42183,94293,15065
"634",2023-10-24,9223.56,45528,667.64,97119,1775.09,0,0,0,0,40168,67686,15089
"635",2023-10-25,16266.69,45661,672.64,69524,1231.04,0,0,0,0,36463,75179,15505
"636",2023-10-26,11779.24,49134,751.18,53143,942.41,0,0,0,0,36286,58802,14744
"637",2023-10-27,14151.22,58264,728.82,62567,1096.94,0,0,0,0,46273,66879,14254
"638",2023-10-28,4063.13,51784,747.16,69626,1146.32,0,0,0,0,55886,69764,13767
"639",2023-10-29,17242.66,46119,792.75,87229,1374.14,0,0,0,0,44206,67142,14611
"640",2023-10-30,13756.93,46472,775.29,82347,1544.28,0,0,0,0,35855,70161,14038
"641",2023-10-31,7947.73,42820,754.36,61116,1162.32,0,0,0,0,34522,67753,13088
"642",2023-11-01,13588.32,41126,741.66,78816,1513.37,0,0,0,0,32504,63709,14620
"643",2023-11-02,15290.8,37292,740.23,71704,1667.84,0,0,0,0,37876,84505,14769
"644",2023-11-03,13210.62,33399,736.13,68296,1341.05,0,0,0,0,57871,89783,13951
"645",2023-11-04,5552.89,29415,730.44,88417,1313.34,0,0,0,0,64026,97523,14601
"646",2023-11-05,16537.31,36234,794.67,101602,1582.17,0,0,0,0,61491,122859,15746
"647",2023-11-06,6290.38,36785,783.2,95370,1710.66,8917,100.03,0,0,65814,109694,15067
"648",2023-11-07,8451.77,34243,780.09,84432,1632.23,14891,100,0,0,57519,101330,14331
"649",2023-11-08,17790.13,33443,775.96,71925,1431.87,12130,100,0,0,60057,94799,15147
"650",2023-11-09,7876.46,37289,908.25,71415,1227.3,12126,100,0,0,58144,96805,14896
"651",2023-11-10,3333.63,52537,1336.9,75416,1428.63,12033,100,0,0,64979,97033,15588
"652",2023-11-11,6128.26,51585,1363.5,83226,1349.06,12054,100,0,0,55971,94113,15511
"653",2023-11-12,7847.9,53316,1378.56,93125,1502.85,12186,100,0,0,57370,95182,16242
"654",2023-11-13,11135.49,50060,1340.05,97630,1596.01,13035,100,0,0,55937,90273,15538
"655",2023-11-14,19012.18,48453,1310.37,85012,1366.18,13499,100,0,0,56553,84223,15019
"656",2023-11-15,13231.63,47039,1293,89629,1647.98,14124,100,0,0,53992,80397,15595
"657",2023-11-16,13924.99,43503,1282.81,86998,1490.33,13593,100,0,0,50907,84193,14957
"658",2023-11-17,25226.89,59825,2015.5,103590,1820.35,15195,100,0,0,50818,113754,15000
"659",2023-11-18,11097.27,76147,2624.65,115025,1866.15,13553,100,0,0,65782,123940,17640
"660",2023-11-19,19005.36,81456,2766.29,128478,1889.39,14000,100,0,0,78513,142423,18229
"661",2023-11-20,36978.66,86850,2686.21,117945,2386.42,15694,100,0,0,69515,138681,17271
"662",2023-11-21,21869.16,90334,2617.79,99216,1998.85,15255,100,161,3.19,66880,127401,16941
"663",2023-11-22,28529.79,87310,2582.36,93937,1964.74,14865,100,40158,694.4,64237,132162,15061
"664",2023-11-23,30445.11,83762,2582.85,113733,2326.7,13639,100,31603,557.12,63091,120483,13741
"665",2023-11-24,67809.64,69757,2636.27,208293,4863.12,11676,100,33248,572.28,66891,100482,18867
"666",2023-11-25,45506.92,92578,2722.62,230290,5358.19,13823,100,26388,453.68,66417,132222,17495
"667",2023-11-26,41596.03,69494,2199.44,290273,7177.87,14999,100,30798,526.06,78235,109832,17578
"668",2023-11-27,58280.04,85552,3086.2,264750,7473.01,16729,100,30018,506.18,72529,121542,19137
"669",2023-11-28,33088.64,85525,2932.63,215250,4131.03,14941,100,25898,443.14,83458,118127,14053
"670",2023-11-29,55353.56,94210,2859.99,150998,2839.91,5662,100,23133,393.9,59535,119431,12870
"671",2023-11-30,10217.79,31175,931.43,138784,2426.7,6118,100,6,0.07,64522,72408,13359
"672",2023-12-01,13656.61,30709,830.01,118870,1966.1,6125,85.82,0,0,46320,66659,15420
"673",2023-12-02,10704.92,29643,835,106461,1408.51,6868,50,0,0,45737,70048,17937
"674",2023-12-03,28247.59,42249,1007.6,131919,2109.98,7774,50,0,0,49574,83142,20636
"675",2023-12-04,23784.22,44951,1187.79,114447,1696.15,8032,50,0,0,49923,81156,18830
"676",2023-12-05,12318.87,42192,1246.73,123247,1884.19,5456,50,0,0,53033,81428,18081
"677",2023-12-06,17639.57,89225,2286.28,114560,1614.62,5134,50,0,0,51374,119836,17146
"678",2023-12-07,25039.22,90593,2327.13,130750,2073.5,6208,50,0,0,68576,128686,17177
"679",2023-12-08,19139.55,85275,2204.16,126961,2160.39,7052,50,0,0,81319,137711,16610
"680",2023-12-09,15567.68,63452,1690.04,143358,2269.76,6043,50,0,0,70433,139933,17712
"681",2023-12-10,16910.27,69130,1684.31,207228,2858.62,6223,50,0,0,70248,154142,20443
"682",2023-12-11,48083.16,62379,1771.01,246243,3243.39,5185,50,0,0,78579,153107,22896
"683",2023-12-12,20891.94,54944,1501.58,213392,3313.54,4446,50,0,0,76282,129237,22252
"684",2023-12-13,33798.62,52040,1472,200961,3801.3,4371,50,0,0,62727,124946,24383
"685",2023-12-14,23765.06,56757,1481.29,194358,3077.99,4283,50,0,0,62773,132789,20668
"686",2023-12-15,27343.32,65076,1629.97,177159,3182.15,3861,50,0,0,64182,154449,19545
"687",2023-12-16,23454.28,52745,1232.11,202725,3171.87,3939,50,0,0,62145,142846,20219
"688",2023-12-17,22153.99,48651,1064.63,235493,3823.47,4728,50,0,0,57361,158306,21779
"689",2023-12-18,26887.98,50563,1028.42,176748,3273.06,6146,50,0,0,52378,135806,21552
"690",2023-12-19,19412.65,54445,1003.47,117828,2059.02,5645,50,0,0,52447,122851,19526
"691",2023-12-20,10864.72,53680,999.24,129197,1928.21,4708,50,0,0,52444,120398,18848
"692",2023-12-21,11054.1,61053,1004.49,118164,1733.74,4853,50,0,0,55187,136075,18289
"693",2023-12-22,6186.01,62462,1007.72,102312,1425.43,4602,50,0,0,59131,153974,17641
"694",2023-12-23,7487.12,65637,1013.69,102240,1247.92,5592,50,0,0,59064,167522,16409
"695",2023-12-24,10100.42,71553,1056.92,84610,1113.95,6951,50,0,0,63089,203075,13765
"696",2023-12-25,6849.5,70880,1034.07,85337,1106.56,7584,50,0,0,77467,259444,14845
"697",2023-12-26,17992.06,80334,1125.6,101498,1464.57,11723,50,0,0,106105,219887,17531
"698",2023-12-27,15614.02,79005,1194.03,112591,1581.81,13457,50,0,0,92223,193152,17542
"699",2023-12-28,9988.89,78267,1200.7,125242,1634.01,10189,50,0,0,81070,215467,17661
"700",2023-12-29,30193.69,77001,1201.39,132191,1825.85,8069,50,0,0,95387,216473,19138
"701",2023-12-30,15640.18,77811,1215.7,127932,1559.78,6970,50,0,0,106155,220154,18514
"702",2023-12-31,11244.31,90509,1254.81,118261,1511.35,8068,50,0,0,109006,260461,15648
"703",2024-01-01,18815.13,107080,1226.16,133301,1897.28,14621,50,0,0,116613,152733,17455
"704",2024-01-02,12269.54,99289,1196.31,132594,2207.63,12860,50,0,0,55188,141636,19716
"705",2024-01-03,25069.24,84969,1187.34,116547,1898.28,12368,50,0,0,45964,125403,18364
"706",2024-01-04,14333.67,79674,1190.78,104901,1738.52,9783,50,0,0,43878,107629,18458
"707",2024-01-05,19171.22,73797,1197.05,107210,1618.97,9356,50,0,0,43822,99229,17367
"708",2024-01-06,13787.7,75200,1259.28,101261,1512.46,8413,50,0,0,45827,106195,19758
"709",2024-01-07,20540.64,77498,1085.05,117523,1761.47,8183,50,0,0,50686,107560,19215
"710",2024-01-08,19655.4,76167,1058.15,103907,1504.5,11491,50,0,0,49009,100829,17368
"711",2024-01-09,18415.88,73655,1036.21,104888,1845.95,8012,50,0,0,61343,99282,16635
"712",2024-01-10,20869.14,65612,1018.73,90181,1628.73,8151,50,0,0,61563,93518,15773
"713",2024-01-11,22560.21,61701,1018.75,146453,1489.83,6573,50,0,0,47529,90350,17029
"714",2024-01-12,9775.74,61582,1028.12,139677,1357.3,6818,50,0,0,42979,92347,17558
"715",2024-01-13,13050.28,63218,1034.92,148265,1419.65,6536,50,0,0,42579,93705,21092
"716",2024-01-14,15057.01,72284,1093.63,152758,1498.34,5573,50,0,0,46209,100970,19555
"717",2024-01-15,21030.23,70554,1061.26,163545,1712.94,7030,50,0,0,43659,101148,19084
"718",2024-01-16,11961.92,71788,1037.63,139126,1456.83,6986,50,0,0,41400,101260,18324
"719",2024-01-17,16378.43,72459,1018.33,121361,1314.43,7835,50,0,0,36357,104289,17283
"720",2024-01-18,19698.11,67835,1018.63,103747,1563.53,7468,50,0,0,40898,103594,15911
"721",2024-01-19,13796.46,71278,1021.28,100367,1305.23,7108,50,0,0,46341,114451,16078
"722",2024-01-20,10255.73,69478,1029.2,127888,1448.3,6458,50,0,0,51456,117936,18517
"723",2024-01-21,13632.42,82849,1094.44,134637,1516.78,7732,50,0,0,47131,124484,19252
"724",2024-01-22,27755.29,78121,1060.69,129116,1928.19,7655,50,0,0,47685,118777,17851
"725",2024-01-23,10217.91,69070,1043.6,160279,1686.16,6697,50,0,0,51154,106506,17344
"726",2024-01-24,14658.92,69114,1022.96,169773,1956.07,5959,50,0,0,42728,99133,17311
"727",2024-01-25,16925.33,63094,1013.88,136497,1743.33,5512,50,0,0,43726,108785,16928
"728",2024-01-26,19468.97,67156,1016.43,113701,1517.08,6077,50,0,0,48612,110737,15396
"729",2024-01-27,11210.17,67093,1027.98,180470,1816.92,5828,50,0,0,40651,108717,18628
"730",2024-01-28,15171.73,83995,1189.37,187231,1945.05,6919,50,0,0,40553,132564,18124
"731",2024-01-29,3044.83,28298,464.39,57581,643.19,5285,41.95,0,0,49909,27955,0
