"","facebook_S_alphas","facebook_S_gammas","facebook_S_thetas","newsletter_alphas","newsletter_gammas","newsletter_thetas","ooh_S_alphas","ooh_S_gammas","ooh_S_thetas","print_S_alphas","print_S_gammas","print_S_thetas","search_S_alphas","search_S_gammas","search_S_thetas","tv_S_alphas","tv_S_gammas","tv_S_thetas","train_size","rsq_train","rsq_val","rsq_test","nrmse_train","nrmse_val","nrmse_test","nrmse","decomp.rssd","mape","lambda","lambda_hp","lambda_max","lambda_min_ratio","pos","Elapsed","ElapsedAccum","solID","trial","iterNG","iterPar","iterations","coef0","mape.qt10","robynPareto","error_score","cluster","top_sol"
"26",1.286415,0.4360562,0.075141,1.77083,0.975276,0.2522602,0.9388325,0.4139453,0.3200329,2.4864025,0.7164083,0.2145763,0.976835,0.6685311,0.066393,2.797365,0.7851637,0.770217,0.6537839,-0.0371570253527849,-0.100691442145803,-0.276327256504648,0.23314093854638,1.28406636428079,1.54965442009891,1.28406636428079,0.626235703534659,0,57493261.5862956,0.878001,65481090.2533626,1e-04,1,0.116756439208984,8.38898396492004,"1_68_1",1,68,1,68,FALSE,TRUE,6,0.293171905641826,1,FALSE
"27",1.4248925,0.5661386,0.0952113,2.079795,0.8156536,0.231802,1.45448,0.8944204,0.2760178,2.27017,0.6621667,0.2034694,1.0677425,0.4907787,0.1570527,2.0644925,0.4835484,0.4435735,0.6488525,0.0237254318237735,-0.0480169629685661,-0.169732332628672,0.226194620369909,1.25296468650923,1.483532567299,1.25296468650923,0.749766875248913,0,29644581.7287918,0.452665,65481090.2533626,1e-04,1,0.102860927581787,8.50812649726868,"1_69_1",1,69,1,69,FALSE,TRUE,10,0.359276743335343,1,FALSE
"28",1.47929,0.7085627,0.1149807,1.6643275,0.8868457,0.2313061,0.9768875,0.5449503,0.2158654,1.823375,0.6465203,0.1583164,1.26438,0.7395153,0.129381,2.4440775,0.7799592,0.7316545,0.6463289,-0.0410894519872211,-0.0789603028244541,-0.20778323811248,0.234127456476879,1.2646375690088,1.59096123428412,1.2646375690088,0.678233296210084,0,59809488.9891936,0.913377,65481090.2533626,1e-04,1,0.115458965301514,8.64135098457336,"1_70_1",1,70,1,70,FALSE,TRUE,5,0.330551743230774,1,FALSE
"29",1.525365,0.6220497,0.1362078,1.594945,0.9841786,0.3325906,0.5149834,0.4011206,0.3995725,2.0572925,0.7675489,0.2256598,1.229175,0.8382433,0.1904667,1.920645,0.3894369,0.5327495,0.6166109,0.137206801752636,0.0612486779166055,0.0542440849498248,0.203574768617397,1.35805942681814,1.47190195234697,1.35805942681814,0.517523414160824,0,15332501.5614611,0.234075,65481090.2533626,1e-04,1,0.114699363708496,9.01706194877625,"1_73_1",1,73,1,73,FALSE,TRUE,2,0.237629187989021,2,FALSE
"30",2.4099025,0.634187,0.1045008,1.08303,0.7888009,0.2554237,1.2131475,0.5921219,0.3473053,2.5594425,0.6744594,0.2703358,1.346945,0.6606855,0.0918513,2.4098825,0.715303,0.734862,0.6356225,-0.0215106776268801,-0.0529419307608936,-0.198846638090869,0.230682147421347,1.29409322059081,1.58407466803098,1.29409322059081,0.666024170362357,0,46303465.9102019,0.707098,65481090.2533626,1e-04,1,0.106729745864868,9.14095282554626,"1_74_1",1,74,1,74,FALSE,TRUE,8,0.321957854428753,1,FALSE
"31",1.6334975,0.6446044,0.1926567,2.38291,0.7336514,0.2711434,1.372465,0.6304756,0.2652118,1.088715,0.5247896,0.2107306,2.15695,0.5360694,0.1573968,2.3202325,0.9229293,0.67742,0.6496457,0.0154760794982608,-0.0510026751458188,-0.164487264895031,0.227148262913694,1.25474821263528,1.48020275802041,1.25474821263528,0.693939993139624,0,33583726.6078215,0.512828,65481090.2533626,1e-04,1,0.116141557693481,9.27475214004517,"1_75_1",1,75,1,75,FALSE,TRUE,6,0.318861824584769,1,FALSE
"32",1.65131,0.6166562,0.1853325,2.2130875,0.7979142,0.2764333,1.2246725,0.5763166,0.2005897,1.5255575,0.4441167,0.2274718,1.8077975,0.7943862,0.1330098,1.7209875,0.7431616,0.5986805,0.6450464,-0.000365547830056157,-0.0370667816076626,-0.123486003594558,0.229502640748551,1.2398430387894,1.5344365394922,1.2398430387894,0.691278789659148,0,38753792.8791648,0.591791,65481090.2533626,1e-04,1,0.106131076812744,9.39773631095886,"1_76_1",1,76,1,76,FALSE,TRUE,4,0.327461534405039,1,FALSE
"33",1.477,0.6630725,0.2159052,1.3152325,0.6286003,0.2773324,0.708891,0.3306334,0.1980106,1.9376325,0.3747313,0.2636704,2.4149925,0.35452314,0.1191561,0.5972455,0.34896339,0.307581,0.6478853,0.507028963401704,0.32961607915734,0.449683697419994,0.160733716177146,1.00211247734076,1.01756000008749,1.00211247734076,0.60128382347218,0,3998177.381038,0.0609646,65481090.2533626,1e-04,1,0.115713834762573,9.65632104873657,"1_78_1",1,78,1,78,FALSE,TRUE,1,0.17001557869513,3,FALSE
"34",2.173415,0.7219068,0.2290644,0.899795,0.7321912,0.3448189,0.8767525,0.31745464,0.2617102,1.7546525,0.7001935,0.248077,0.821035,0.6155222,0.1552095,2.1916575,0.7768645,0.6630115,0.6567611,-0.0113977926210997,-0.113830023330384,-0.241672319546337,0.230005480603105,1.26842130699272,1.52938694833744,1.26842130699272,0.641562941784231,0,42610046.9878398,0.650688,65481090.2533626,1e-04,1,0.107566595077515,9.78099775314331,"1_79_1",1,79,1,79,FALSE,TRUE,6,0.296773579013957,1,FALSE
"35",1.3642425,0.5541196,0.05388,2.1981925,0.8797834,0.3022849,0.731624,0.4702771,0.3077071,1.292945,0.7752839,0.2302108,0.85536,0.6657976,0.122883,2.4730925,0.8472971,0.712733,0.6427577,-0.0124012887479477,-0.0616624139212463,-0.23309163969124,0.230879125369855,1.27453232915072,1.5222498836572,1.27453232915072,0.604648374087986,0,42004407.4730047,0.641438,65481090.2533626,1e-04,1,0.116326808929443,9.91468954086304,"1_80_1",1,80,1,80,FALSE,TRUE,5,0.276835589489332,1,FALSE
"36",0.565159,0.506332,0.02987226,2.0705975,0.9346046,0.2422552,1.085965,0.5154334,0.3511756,2.168565,0.30741391,0.2464642,2.395335,0.4119755,0.02504052,0.9915975,0.4929123,0.460634,0.6365723,0.0579819768518139,0.0294870466132721,-0.0690753074386874,0.2215246894088,1.24240737245871,1.49588422887145,1.24240737245871,0.632558411891305,0,25047221.277585,0.382449,65481090.2533626,1e-04,1,0.106209516525269,10.0380167961121,"1_81_1",1,81,1,81,FALSE,TRUE,3,0.28477409966138,1,FALSE
"37",1.318035,0.5918811,0.0726732,1.2104825,0.9229286,0.332224,0.92501,0.35108348,0.382501,2.69951,0.8651716,0.1508461,2.488195,0.36985545,0.0870708,1.4050425,0.5273978,0.445848,0.6720425,0.0247932688823909,-0.557698651703111,-0.212186773935703,0.222964262330639,1.78479160045947,1.42873000365659,1.78479160045947,0.589548079306984,0,35532510.8802056,0.542592,65481090.2533626,1e-04,1,0.108039617538452,10.1631588935852,"1_82_1",1,82,1,82,FALSE,TRUE,8,0.248920259333628,1,FALSE
"38",1.4930625,0.5312408,0.0607875,2.00128,0.7209093,0.2636749,1.579425,0.4674428,0.3610219,1.9480025,0.7543728,0.2364526,0.98039,0.6605952,0.1263453,2.40118,0.8518219,0.714194,0.6544091,-0.0203856551885495,-0.129177956696432,-0.327885935586577,0.231025200662021,1.29030153803637,1.49362503982545,1.29030153803637,0.698985263688838,0,46646814.4092068,0.712342,65481090.2533626,1e-04,1,0.114330291748047,10.2948787212372,"1_83_1",1,83,1,83,FALSE,TRUE,8,0.324772017041765,1,FALSE
"39",1.0616025,0.5710036,0.1733157,1.5453975,0.5439976,0.1887499,1.5015675,0.5658054,0.1620505,2.0080475,0.729842,0.2588476,1.8092325,0.5094708,0.0830736,1.898435,0.4349607,0.414325,0.6391778,0.222289485822666,0.145206100174401,0.149540635289469,0.201280413295122,1.16598794088292,1.3341990218341,1.16598794088292,0.739572054307463,0,10632477.028172,0.162291,65481090.2533626,1e-04,1,0.105078458786011,10.4168004989624,"1_84_1",1,84,1,84,FALSE,TRUE,7,0.327328840473995,2,FALSE
"40",1.93773,0.7240649,0.2065287,1.0507875,0.7736634,0.3402172,0.8674375,0.3249907,0.2539072,1.7960825,0.6169621,0.2312296,0.9528025,0.6088113,0.1137693,1.89163,0.6496094,0.6815245,0.6605024,-0.0181379560486938,-0.324267709706898,-0.30056959495547,0.225562469243458,1.49243254626994,1.47904943404812,1.49243254626994,0.637363453560437,0,50643707.8344079,0.773387,65481090.2533626,1e-04,1,0.112366199493408,10.5458469390869,"1_85_1",1,85,1,85,FALSE,TRUE,9,0.283811343657701,1,FALSE
"41",0.6985425,0.3292859,0.01972308,2.9185725,0.6863076,0.141088,1.93849,0.6959746,0.3051334,2.15982,0.31767864,0.2522485,2.266535,0.4140734,0.02443839,1.0054525,0.4985165,0.4644035,0.6416906,0.0502746963399672,-0.00131897237949063,-0.127518232422779,0.223618293250699,1.23778112947678,1.45562685578551,1.23778112947678,0.713766034335862,0,25818707.8076717,0.394232,65481090.2533626,1e-04,1,0.102392196655273,10.6647346019745,"1_86_1",1,86,1,86,FALSE,TRUE,7,0.328085703136441,1,FALSE
"42",1.0617175,0.4285592,0.0679284,1.5412725,0.7606966,0.2158156,1.513655,0.5841741,0.2979565,1.9988875,0.5224775,0.2494774,2.3633775,0.4376375,0.0833853,1.3532925,0.4992501,0.4278405,0.634727,0.249546322101806,0.175540790503501,0.192144590024144,0.197721763584802,1.14511192799499,1.30035117042667,1.14511192799499,0.693299548777389,0,9773189.13706969,0.149167,65481090.2533626,1e-04,1,0.108155488967896,10.7898464202881,"1_87_1",1,87,1,87,FALSE,TRUE,4,0.286201367559849,2,FALSE
"43",1.13239,0.4577534,0.0330999,0.922345,0.7555551,0.1870864,1.4572725,0.7699604,0.3041107,2.3244,0.7546374,0.2156212,2.46126,0.4086211,0.0800235,1.3146075,0.4557381,0.430654,0.6462158,0.308263913895668,0.189514446246431,0.247442952683317,0.190844012933044,1.09606418092981,1.25584144701658,1.09606418092981,0.69619405833748,0,7890010.35591426,0.120405,65481090.2533626,1e-04,1,0.102402925491333,10.9168796539307,"1_88_1",1,88,1,88,FALSE,TRUE,4,0.281016632089771,2,FALSE
"44",1.5295825,0.6514938,0.1987209,1.2458375,0.6444693,0.2810179,1.0288075,0.4263143,0.1931587,1.8320725,0.4608754,0.2621794,2.2608725,0.8024005,0.1222503,0.7570675,0.4097936,0.3577855,0.6622544,0.220746500176918,-0.098866971605468,0.115452762299003,0.197334448752981,1.35950051558931,1.21976567124874,1.35950051558931,0.653154642398035,0,11942164.2946851,0.182294,65481090.2533626,1e-04,1,0.102352857589722,11.0354845523834,"1_89_1",1,89,1,89,FALSE,TRUE,9,0.242943234514636,2,FALSE
"45",0.720373,0.3713013,0.1561602,2.5780175,0.6421516,0.11717329,1.89476,0.9103839,0.2281531,1.9598225,0.4690941,0.2437012,2.4070725,0.4835071,0.0332853,1.74332,0.4840629,0.511466,0.6563249,0.333640894133401,0.193207285945371,0.306777807527351,0.186694426218156,1.07953083667844,1.14274704948238,1.07953083667844,0.748786665942018,0,7047091.10034806,0.107531,65481090.2533626,1e-04,1,0.10355281829834,11.400782585144,"1_92_1",1,92,1,92,FALSE,TRUE,6,0.308206135979905,2,FALSE
"46",0.792395,0.4065778,0.001794546,2.525635,0.6764957,0.2656828,0.84134,0.3811797,0.2220958,1.9647875,0.5067443,0.2386198,2.49251,0.3808045,0.0610503,1.1341025,0.4201046,0.394541,0.645233,0.569486979905764,0.424933676120016,0.603932284959715,0.15055717911694,0.923256372978181,0.911065959138992,0.923256372978181,0.614498468806512,0,3157936.0342455,0.0481315,65481090.2533626,1e-04,1,0.102591991424561,11.5277717113495,"1_93_1",1,93,1,93,FALSE,TRUE,1,0.162921352502641,3,TRUE
"47",1.5060925,0.5280005,0.0444093,1.7579225,0.9774334,0.2942077,0.578367,0.4531383,0.3819802,2.09687,0.6632986,0.2200579,2.240895,0.4634857,0.02790354,2.7013975,0.7786908,0.795115,0.6527774,-0.0394646763653137,-0.101661371345812,-0.272755933926508,0.233400161103015,1.28463199928132,1.54748483833896,1.28463199928132,0.480899517727478,0,62479540.8178397,0.954157,65481090.2533626,1e-04,1,0.103065729141235,11.6470549106598,"1_94_1",1,94,1,94,FALSE,TRUE,1,0.253902978114086,1,FALSE
