date,revenue,fb_paid_total_impressions,fb_paid_spend,google_paid_total_impressions,google_paid_spend,pinterest_paid_total_impressions,pinterest_paid_spend,mountain_paid_total_impressions,mountain_paid_spend,fb_organic_total_impressions,instagram_organic_total_impressions,google_organic_total_impressions
2022-08-29,61541.95,168177,3143.79,331253,5957.94,36881,330.00,0,0.00,244597.0,415893,
2022-08-28,56311.13,171057,3111.58,354540,6327.01,33192,325.29,0,0.00,240508.0,454428,
2022-08-27,29877.72,168265,3135.47,365207,5631.81,31839,325.00,0,0.00,271334.0,438682,
2022-08-26,40196.1,194288,2995.28,342748,5590.68,30366,330.00,0,0.00,248274.0,485328,
2022-08-25,48973.75,174688,3076.11,196828,3743.93,36161,326.89,0,0.00,242010.0,233494,
2022-08-24,36030.12,175859,3005.61,148040,2908.13,32791,330.00,0,0.00,232151.0,222594,
2022-08-23,38294.15,166190,3084.49,181977,3536.64,33086,330.00,0,0.00,321957.0,200161,
2022-08-22,74368.75,252835,4845.15,134809,2999.22,32700,329.87,0,0.00,267001.0,259236,
2022-08-21,33984.85,154365,2459.59,120243,2280.23,32104,329.20,0,0.00,296586.0,182879,
2022-08-20,14069.13,148340,2444.57,122988,2110.24,34771,329.26,0,0.00,278327.0,207571,
2022-08-19,11080.9,148042,2335.66,93153,1836.03,33028,329.61,0,0.00,276490.0,211647,
2022-08-18,36324.26,159482,2368.23,91052,1895.27,33952,328.21,0,0.00,250651.0,199656,
2022-08-17,28556.67,155712,2229.44,97874,2006.89,32617,330.00,0,0.00,226504.0,201983,
2022-08-16,22848.47,159749,2431.88,107170,2371.56,32103,330.00,0,0.00,193395.0,227213,
2022-08-15,37753.39,124731,2293.99,150718,2937.52,33171,330.00,0,0.00,230280.0,232783,
2022-08-14,16463.11,144479,2433.52,185428,3272.95,34614,330.00,0,0.00,232554.0,217245,
2022-08-13,21121.43,137165,2388.89,184778,3187.53,32079,330.00,0,0.00,210815.0,196029,
2022-08-12,21024.63,126428,2377.12,161779,2695.24,30656,330.00,0,0.00,214133.0,186342,
2022-08-11,20898.55,130021,2245.80,148950,2853.74,35890,300.00,0,0.00,201314.0,182164,
2022-08-10,20004.5,124869,1868.76,152231,2586.93,36838,300.00,0,0.00,205089.0,152054,
2022-08-09,42219.86,126252,1873.14,146634,2712.78,38033,300.00,0,0.00,180433.0,157348,
2022-08-08,67933.19,111355,1628.05,169883,3073.83,42387,300.00,0,0.00,170282.0,125414,
2022-08-07,108798.64,91527,1555.37,179767,3460.24,40511,297.36,0,0.00,132124.0,138167,
2022-08-06,15140.64,78702,1478.38,164301,3268.71,32823,300.00,0,0.00,107223.0,121810,
2022-08-05,14208.93,77293,1454.11,130768,2243.79,34829,300.00,0,0.00,105067.0,97366,
2022-08-04,28516.23,76371,1466.46,148329,3066.64,35500,300.00,0,0.00,104401.0,87706,
2022-08-03,26955.03,76147,1416.21,184036,3161.21,38763,300.00,0,0.00,103237.0,81969,
2022-08-02,30236.92,72943,1361.92,184687,3613.48,38859,300.00,0,0.00,116570.0,82288,
2022-08-01,39713.67,85700,1387.52,196504,3918.71,43196,300.00,0,0.00,135487.0,89353,
2022-07-31,29296.16,98427,1566.92,244719,4375.88,28915,200.00,0,0.00,135191.0,97878,
2022-07-30,25569.37,97048,1583.11,228046,3575.76,28075,199.90,0,0.00,124951.0,100165,
2022-07-29,34740.7,89730,1524.88,210219,3564.89,26999,200.00,0,0.00,123033.0,92731,
2022-07-28,35018.24,89565,1502.68,237321,3867.07,26114,200.00,0,0.00,144347.0,93970,
2022-07-27,30723.94,105161,1678.25,246872,4127.92,16183,100.00,0,0.00,174591.0,118626,
2022-07-26,33673.06,132923,1968.19,265351,4445.44,19373,97.83,0,0.00,187907.0,145057,
2022-07-25,46930.99,149278,2230.98,291625,4904.17,15532,100.00,0,0.00,159750.0,145691,
2022-07-24,34740.55,122172,2238.64,398034,5955.92,15833,99.40,0,0.00,154313.0,127881,
2022-07-23,27209.02,115315,2247.34,334588,5119.85,15752,99.59,0,0.00,152911.0,127664,
2022-07-22,20260.11,118603,2218.47,273575,4524.28,14498,98.06,0,0.00,141962.0,128248,
2022-07-21,30917.38,108347,2066.10,312638,5031.08,16106,97.00,0,0.00,125241.0,116028,
2022-07-20,46641.61,88960,1688.50,342160,5600.33,13950,95.24,0,0.00,113406.0,103000,
2022-07-19,29985.63,75147,1461.38,363281,5364.63,15800,97.34,0,0.00,117824.0,95320,
2022-07-18,63224.62,82280,1159.61,314214,5514.90,15524,100.00,0,0.00,119128.0,93357,
2022-07-17,36856.2,76420,1084.96,311482,5353.07,16010,100.00,0,0.00,118289.0,104480,
2022-07-16,48150.94,74442,1028.43,254093,4171.01,15785,98.40,0,0.00,103297.0,109738,
2022-07-15,33906.66,65471,1001.53,202591,4092.56,15396,96.89,0,0.00,89407.0,107345,
2022-07-14,35049.77,65494,1006.18,183474,3607.01,15547,98.49,0,0.00,76419.0,57187,
2022-07-13,30368.49,60469,960.32,214824,3954.38,43914,344.58,0,0.00,70943.0,62388,
2022-07-12,34500.54,56553,889.50,269941,5220.76,39831,350.00,0,0.00,74755.0,60019,
2022-07-11,40498.7,62265,924.29,344584,6465.17,38671,349.99,0,0.00,76909.0,67796,
2022-07-10,41240.04,64357,941.61,468492,8685.23,42001,350.00,0,0.00,77322.0,56755,
2022-07-09,28831.51,63569,917.10,390865,6702.77,41724,350.00,0,0.00,68658.0,55540,
2022-07-08,24570.32,58393,881.90,292652,5314.57,37886,349.19,0,0.00,61350.0,53449,
2022-07-07,22200.37,50531,932.45,341215,6596.10,39685,350.00,0,0.00,108848.0,39823,
2022-07-06,65892.27,98708,2767.13,398633,6831.77,49858,349.97,0,0.00,167763.0,104258,
2022-07-05,62225.4,157316,2898.76,416879,7799.95,44271,350.00,0,0.00,207389.0,144004,
2022-07-04,94715.47,197978,2960.04,431609,7907.12,46807,350.00,0,0.00,192330.0,139942,
2022-07-03,62685.16,178392,2750.98,404500,6649.24,39270,348.12,0,0.00,186726.0,96567,
2022-07-02,50449.14,170641,2546.68,356914,5996.73,37760,350.00,0,0.00,188672.0,102117,
2022-07-01,49010.45,170664,2430.39,342783,5564.08,41170,350.00,0,0.00,249665.0,114876,
2022-06-30,46744.04,210633,2936.64,392087,6303.71,26244,348.67,0,0.00,231088.0,141676,
2022-06-29,57712.04,173181,2719.62,331003,5857.25,35005,350.00,0,0.00,180913.0,135770,
2022-06-28,61504.02,134684,2515.30,311154,5863.98,35102,349.54,0,0.00,165673.0,104138,
2022-06-27,82337.21,127940,2356.33,371217,6664.87,35489,350.00,0,0.00,207552.0,87832,
2022-06-26,69181.82,153727,2746.50,365998,6382.61,21852,250.00,0,0.00,239626.0,113369,
2022-06-25,78577.36,182473,2783.60,339980,5182.86,22874,249.98,0,0.00,171523.0,119409,
2022-06-24,59962.13,118532,1999.82,335551,4501.14,20222,250.00,0,0.00,117479.0,79780,
2022-06-23,26742.66,72279,1285.87,266283,4999.73,21464,250.00,0,0.00,141867.0,58635,
2022-06-22,41800.95,107810,2245.87,235612,4839.70,31341,362.06,0,0.00,153783.0,66199,
2022-06-21,37441.57,126520,2478.68,272667,6075.30,25615,362.06,0,0.00,139767.0,77008,
2022-06-20,42785.04,113916,2472.78,171058,4682.14,21869,267.55,0,0.00,128194.0,92556,
2022-06-19,34473.95,108010,2081.62,239584,4891.15,13932,207.66,0,0.00,127620.0,85090,
2022-06-18,32999.99,105098,2191.66,287281,5070.44,15616,211.56,0,0.00,124955.0,118714,
2022-06-17,35135.42,105331,2194.75,420497,5308.97,18000,204.02,0,0.00,122664.0,55616,
2022-06-16,30446.43,105695,2335.03,225926,4890.43,9866,141.26,0,0.00,142103.0,52011,
2022-06-15,37685.33,120806,2668.33,286555,6536.16,7963,89.45,0,0.00,155649.0,76901,
2022-06-14,48154.29,134479,2755.81,350238,7723.41,2653,70.00,0,0.00,167993.0,90109,
2022-06-13,52760.05,144112,2683.95,364526,8360.97,2710,70.00,0,0.00,140223.0,100062,
2022-06-12,50250.64,125554,2139.29,289353,6409.33,2685,69.37,0,0.00,99816.0,70161,
2022-06-11,32162.08,90870,1619.68,231323,5015.32,2717,70.00,0,0.00,94271.0,31118,
2022-06-10,43494.36,85667,1569.81,194767,4272.57,2896,70.00,0,0.00,96108.0,42216,
2022-06-09,43456.74,87500,1582.79,199029,4231.60,2934,70.00,0,0.00,90370.0,46381,
2022-06-08,42284.96,80920,1363.36,219444,4532.44,2735,70.00,0,0.00,93558.0,36765,
2022-06-07,82829.6,83677,1378.73,208702,4328.60,2349,70.00,0,0.00,91055.0,47178,
2022-06-06,47226.9,80024,1419.29,225714,5067.47,3028,69.93,0,0.00,97723.0,54055,
2022-06-05,39520.04,86342,1734.22,256425,4984.10,2726,69.99,0,0.00,87183.0,59327,
2022-06-04,24965.75,77644,1795.04,171284,3737.69,2991,69.76,0,0.00,83265.0,41291,
2022-06-03,37452.21,74202,1734.50,167111,3697.75,2563,68.54,0,0.00,86167.0,43533,
2022-06-02,33610.76,78462,1649.46,237517,4689.19,3951,99.94,0,0.00,82213.0,37066,
2022-06-01,27201.26,74508,1705.91,320450,7017.95,6996,148.32,0,0.00,92948.0,48123,
2022-05-31,48011.61,84576,2023.79,238529,5122.18,7856,149.68,0,0.00,83093.0,71755,
2022-05-30,109424.62,73083,1626.11,360911,8104.93,9792,149.27,0,0.00,70559.0,118162,
2022-05-29,73845.82,61749,1373.25,240073,6063.33,10862,149.91,0,0.00,71573.0,131256,
2022-05-28,27393.37,62530,1357.56,171303,4073.75,9212,149.65,0,0.00,70794.0,44124,
2022-05-27,29050.7,58056,1292.06,140812,3597.07,8790,150.00,0,0.00,102468.0,35888,
2022-05-26,26964.54,83258,1592.61,140616,3362.84,9892,150.00,0,0.00,176847.0,41246,
2022-05-25,30995.8,159903,4203.71,164506,4364.13,14295,250.00,0,0.00,147851.0,80631,
2022-05-24,42801.65,142285,3361.71,182745,4302.68,14069,250.00,0,0.00,123210.0,49944,
2022-05-23,47286.2,116679,2824.58,248125,5574.68,13441,248.93,0,0.00,106876.0,44560,
2022-05-22,54720.16,94457,2730.41,271998,6034.84,13838,250.00,0,0.00,96442.0,52635,
2022-05-21,36086.49,81994,2412.67,221273,4812.47,15668,250.00,0,0.00,91824.0,35907,
2022-05-20,42014.92,77763,2178.94,191381,4152.07,16208,250.00,0,0.00,71668.0,42241,
2022-05-19,34973.58,59197,1501.41,203694,4371.70,17710,250.00,0,0.00,76591.0,47199,
2022-05-18,52422.78,64057,1026.04,245245,5278.07,19698,250.00,0,0.00,96882.0,53397,
2022-05-17,50132.13,84800,1670.14,245892,5872.17,21531,249.66,0,0.00,111668.0,55476,
2022-05-16,63219.25,98998,1873.23,270803,5997.71,19206,250.00,0,0.00,140491.0,57016,
2022-05-15,34990.87,125446,2423.22,352533,6657.57,19576,250.00,0,0.00,136335.0,87137,
2022-05-14,62869.37,120673,2221.38,289134,5389.58,16215,249.11,0,0.00,129051.0,77407,
2022-05-13,33490.66,115756,2244.40,202885,4408.64,16088,250.00,0,0.00,127718.0,72931,
2022-05-12,32174.68,114174,2129.26,199399,4002.58,21463,248.45,0,0.00,128047.0,78668,
2022-05-11,41321.17,112218,1995.19,184664,3495.99,21174,250.00,0,0.00,125415.0,70388,
2022-05-10,35111.61,108575,2060.11,193335,3306.49,18672,249.72,0,0.00,124012.0,77399,
2022-05-09,44587.41,105833,1887.02,201742,3418.19,18348,250.00,0,0.00,112008.0,79448,
2022-05-08,52809.08,91463,1386.76,218710,3192.44,17719,250.00,0,0.00,66049.0,75861,
2022-05-07,21678.06,48677,969.15,192845,2893.49,17060,250.00,0,0.00,71388.0,56443,
2022-05-06,24836.42,41197,1055.21,133490,2438.53,18225,250.00,0,0.00,80527.0,63400,
2022-05-05,22695.69,37098,947.53,173931,2954.26,18809,250.00,0,0.00,83119.0,55140,
2022-05-04,31325.36,37412,726.56,199407,2684.42,17609,250.00,0,0.00,70353.0,68226,
2022-05-03,38543.7,20034,432.18,221025,3701.95,19112,250.00,0,0.00,72495.0,56524,
2022-05-02,44305.55,17351,321.08,260126,4743.72,21041,250.00,0,0.00,74717.0,76334,
2022-05-01,31568.91,15073,328.22,363039,5550.30,21453,250.00,0,0.00,65985.0,82934,
2022-04-30,29037.57,12873,304.49,225012,3588.10,16181,250.00,0,0.00,60315.0,45463,
2022-04-29,28143.19,13101,242.09,176194,3123.15,17297,250.00,0,0.00,82506.0,56680,
2022-04-28,24897.41,1700,28.55,163150,2712.94,17969,250.00,0,0.00,81379.0,47491,
2022-04-27,42474.33,,,182142,3201.75,18832,250.00,0,0.00,87402.0,42955,
2022-04-26,46463.62,,,213229,3501.59,19321,250.00,0,0.00,88969.0,49011,
2022-04-25,41429.58,,,237318,3962.68,19099,250.00,0,0.00,90238.0,47471,
2022-04-24,33291.58,,,227432,3790.82,17261,250.00,0,0.00,66369.0,57828,
2022-04-23,27067.43,,,182497,2955.67,15945,250.00,0,0.00,78791.0,51375,
2022-04-22,38329.7,,,116236,2112.50,15256,250.00,0,0.00,80091.0,69148,
2022-04-21,22961.56,,,207018,2745.48,17898,250.00,0,0.00,88698.0,66193,
2022-04-20,22373.43,,,159731,3131.52,18783,250.00,0,0.00,83027.0,46156,
2022-04-19,28509.29,,,216452,3799.33,18262,250.00,0,0.00,121532.0,59005,
2022-04-18,28068.03,,,257995,4533.43,18958,250.00,0,0.00,131565.0,82012,
2022-04-17,16253.4,,,316115,4227.15,18951,250.00,0,0.00,124378.0,89149,
2022-04-16,27534.39,,,257591,4518.37,17858,250.00,0,0.00,122951.0,73185,
2022-04-15,19524.16,,,305279,4161.59,18157,250.00,0,0.00,118582.0,76902,
2022-04-14,24151.47,,,240705,3835.18,18601,250.00,0,0.00,112321.0,66855,
2022-04-13,31296.12,,,206137,2858.52,19656,250.00,0,0.00,120942.0,55381,
2022-04-12,27973.62,,,302908,3454.57,19036,250.00,0,0.00,104081.0,74591,
2022-04-11,45536.8,,,259768,3229.97,19183,250.00,0,0.00,109840.0,53749,
2022-04-10,28956.29,,,343220,3324.80,19562,250.00,0,0.00,107157.0,37550,
2022-04-09,27746.49,,,319399,4052.10,18842,247.70,0,0.00,101496.0,40939,
2022-04-08,17671.1,,,311299,3731.75,18702,248.43,0,0.00,112963.0,35363,
2022-04-07,23429.81,,,183738,2728.23,17915,250.06,0,0.00,114284.0,42575,
2022-04-06,27328.12,,,271319,3013.45,17155,275.00,0,0.00,94305.0,44098,
2022-04-05,20626.93,,,299231,3533.15,22629,300.00,0,0.00,75405.0,52936,
2022-04-04,16878.75,,,416388,3124.21,23293,300.03,0,0.00,54466.0,67749,
2022-04-03,16697.06,,,336682,3133.29,24596,345.50,0,0.00,57038.0,46592,
2022-04-02,34724.88,,,563826,3281.63,24766,335.40,0,0.00,43437.0,48282,
2022-04-01,8731.78,,,251089,2279.38,24957,323.09,0,0.00,43338.0,43420,
2022-03-31,13136.9,,,195083,2853.80,18097,282.09,0,0.00,39116.0,53596,
2022-03-30,25538.12,,,193399,3562.59,17222,295.76,0,0.00,39828.0,50347,
2022-03-29,23022.59,,,183824,2672.11,16341,285.09,0,0.00,46827.0,46462,
2022-03-28,15051.43,,,216102,2801.99,16497,270.99,0,0.00,45186.0,60947,
2022-03-27,27690.77,,,235467,3151.26,16896,261.98,0,0.00,45458.0,84846,
2022-03-26,19099.3,,,280886,3162.23,16109,256.55,0,0.00,41005.0,43072,
2022-03-25,18210.25,,,286120,2819.88,18233,270.63,0,0.00,38328.0,35272,
2022-03-24,15417.67,,,187306,2812.83,22554,292.22,0,0.00,41242.0,31437,
2022-03-23,22743.04,,,269538,3234.64,17412,286.08,0,0.00,49139.0,35488,
2022-03-22,23993.92,,,214370,3167.23,27340,340.09,0,0.00,71476.0,54278,
2022-03-21,30077.48,,,283933,3072.04,28977,339.14,0,0.00,97061.0,71790,
2022-03-20,15873.14,,,378750,5287.93,26511,343.91,0,0.00,100948.0,55402,
2022-03-19,20828.45,,,343873,4035.57,24067,347.09,0,0.00,89387.0,41719,
2022-03-18,14684.79,,,300315,3442.17,18523,350.00,0,0.00,91959.0,39529,
2022-03-17,16871.0,,,277284,3431.76,17304,349.23,0,0.00,90859.0,38764,
2022-03-16,19334.63,,,261154,3767.26,19875,350.00,0,0.00,80920.0,38902,
2022-03-15,19993.09,,,213977,2823.52,21768,347.98,0,0.00,81302.0,39998,
2022-03-14,32746.65,,,288743,3482.58,25007,335.64,0,0.00,71107.0,36239,
2022-03-13,20435.28,,,464754,4149.83,22314,310.19,0,0.00,66501.0,37807,
2022-03-12,23959.32,,,290000,3855.01,25764,304.90,0,0.00,53623.0,43116,
2022-03-11,9655.05,,,214773,3106.57,23277,307.00,0,0.00,57334.0,29100,
2022-03-10,14211.93,,,225292,2625.13,25385,300.27,0,0.00,74974.0,30306,
2022-03-09,11023.99,,,160220,2237.62,20086,209.24,0,0.00,83725.0,42743,
2022-03-08,16426.64,,,153975,2217.07,14225,175.00,0,0.00,77500.0,44623,
2022-03-07,13108.99,,,232075,2449.76,11961,175.00,0,0.00,76120.0,40523,
2022-03-06,14217.03,,,489402,3356.27,13141,175.00,0,0.00,95589.0,40993,
2022-03-05,5502.85,,,246203,2750.66,10216,175.00,0,0.00,92401.0,42548,
2022-03-04,11097.97,,,224502,2796.63,9547,175.00,0,0.00,87002.0,50938,
2022-03-03,16321.54,,,238275,2929.47,14253,170.67,0,0.00,103404.0,46033,
2022-03-02,16335.61,,,276220,3118.58,14860,173.36,0,0.00,108691.0,61187,
2022-03-01,8044.58,,,229270,2710.11,17283,174.25,0,0.00,108953.0,89095,
2022-02-28,17745.5,,,159893,2051.88,17946,125.65,0,0.00,139474.0,105802,
2022-02-27,11311.1,,,206191,2133.14,8316,74.82,0,0.00,133759.0,146282,
2022-02-26,19498.4,,,186012,1783.41,7838,74.58,0,0.00,118447.0,144823,
2022-02-25,10049.54,,,152718,1681.26,7896,75.00,0,0.00,111245.0,128430,
2022-02-24,9271.89,,,281770,1850.56,7253,75.00,0,0.00,101272.0,120108,
2022-02-23,5830.19,,,161836,2043.35,7183,74.07,0,0.00,117117.0,112220,
2022-02-22,9245.03,,,151847,1575.63,7349,75.00,0,0.00,76716.0,132889,
2022-02-21,16694.2,,,231661,1807.48,8765,75.00,0,0.00,58422.0,70050,
2022-02-20,13831.19,,,192943,1919.03,7468,75.00,0,0.00,55241.0,71955,
2022-02-19,20685.3,,,150285,1611.08,7593,75.00,0,0.00,51412.0,47462,
2022-02-18,9722.93,,,109464,1442.88,7874,75.00,0,0.00,90118.0,55552,
2022-02-17,18260.46,,,150703,1077.12,7032,75.00,0,0.00,106234.0,87320,
2022-02-16,9397.18,,,143399,1267.14,6162,73.81,0,0.00,104305.0,100967,
2022-02-15,8443.66,,,162458,1270.04,7195,74.73,0,0.00,102550.0,105434,
2022-02-14,5612.44,,,86936,1174.84,7467,74.98,0,0.00,129009.0,107806,
2022-02-13,10105.19,,,139853,1403.69,7669,74.57,0,0.00,100296.0,124594,
2022-02-12,5949.86,,,164048,1800.92,7115,74.76,0,0.00,117066.0,91132,
2022-02-11,11635.41,,,173709,1596.93,4846,75.00,0,0.00,116945.0,107587,
2022-02-10,9200.94,,,124944,1499.10,4759,74.54,0,0.00,102619.0,100724,
2022-02-09,12581.49,,,94103,938.67,5000,75.00,0,0.00,100105.0,88984,
2022-02-08,8666.75,,,88459,756.66,5154,75.00,0,0.00,102412.0,85692,
2022-02-07,5333.68,,,41607,635.51,6010,75.00,0,0.00,103373.0,91235,
2022-02-06,4970.31,,,86097,967.60,8189,75.00,0,0.00,102862.0,43709,
2022-02-05,2847.5,,,151261,1092.55,8023,75.00,0,0.00,136281.0,47041,
2022-02-04,1286.55,,,81692,907.67,7929,75.00,0,0.00,121262.0,40880,
2022-02-03,6734.47,,,96110,920.40,10011,94.95,0,0.00,52688.0,34393,
2022-02-02,8365.86,,,81949,950.93,5042,75.00,0,0.00,46201.0,30383,
2022-02-01,6175.43,,,61576,631.72,1975,52.12,0,0.00,50561.0,22492,
2022-01-31,7248.46,,,50077,627.57,1264,49.81,0,0.00,49376.0,28534,
2022-01-30,4420.55,,,59525,781.68,1128,49.32,0,0.00,44012.0,36179,
2022-01-29,4037.58,,,50978,638.21,1213,49.66,0,0.00,37656.0,41102,
